Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Farmhouse Garden Family Restaurant & Bar,"Vasai West, North Western", North Western,Mumbai,"North Indian,  Italian,  Chinese,  Continental,  Seafood",4.4,151,1000
Prasad Food Divine,"Vegas Residency,Kalyan West, Dombivali", Dombivali,Mumbai,"North Indian,  Chinese,  Continental",4.4,111,800
WOW Cafe,"Kalyan West, Dombivali", Dombivali,Mumbai,"North Indian,  Chinese,  Fast Food",4.2,3,900
Big Little Bombaye,"Vasai West, North Western", North Western,Mumbai,"North Indian,  Fast Food",4.6,12,900
The Post Office Bistro Bar,"Solitaire Castle,Vasai West, North Western", North Western,Mumbai,"North Indian,  Continental,  Asian",3.9,47,1000
Vasai Republic,"Vasai West, North Western", North Western,Mumbai,"North Indian,  Oriental ,  Fast Food",4.1,69,1200
Tequila N Spices,"Ulhasnagar, Dombivali", Dombivali,Mumbai,"North Indian,  Finger Food,  Fast Food",2.5,2,1000
Bistro Grill,"Kalyan East, Dombivali", Dombivali,Mumbai,"Chinese,  North Indian,  Continental",3,2,700
Gold Coin Restaurant,"Vasai West, North Western", North Western,Mumbai,"North Indian,  Chinese",4.5,74,1000
Wings On Fire,"Dattani Square Mall,Vasai West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",5,1,1000
Kerala Cafe,"Vardan Apartment,Vasai West, North Western", North Western,Mumbai,"Kerala,  Chinese,  South Indian",4.2,52,800
Farmhouse Global Cuisine Restaurant,"Deep Jyot Building,Vasai West, North Western", North Western,Mumbai,"North Indian,  Continental,  Italian,  Seafood",4.5,226,1000
Dhuri Veg World,"Vasai West, North Western", North Western,Mumbai,"North Indian,  South Indian,  Fast Food",4.3,17,1400
Urban Juice Cafe,"Vasai West, North Western", North Western,Mumbai,Fast Food,4.5,11,500
Urban Juice Cafe,"Vasai West, North Western", North Western,Mumbai,Fast Food,3.6,13,600
D Adda,"Ulhasnagar, Dombivali", Dombivali,Mumbai,"North Indian,  Italian,  Chinese",3.1,15,1500
The Tandoor Rest-o-Bar,"Rudra Shelter International,Vasai East, North Western", North Western,Mumbai,"Barbecue,  North Indian,  Italian,  Thai,  Seafood",4.5,52,1200
Farmhouse Funfiesta,"Nalasopara West, North Western", North Western,Mumbai,"North Indian,  Italian,  Chinese",4.2,246,1000
Urban Tadka,"Kalyan West, Dombivali", Dombivali,Mumbai,"North Indian,  Mughlai",4.5,37,1600
Farm View,"Virar West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Continental,  Seafood",4,95,1200
Fudboy Ocean Bar & Restaurant,"Virar West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Continental",4.1,13,1500
Shiro,"UB City,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Japanese,  Asian",4.4,310,3000
Badmaash,"UB City,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Mughlai,  Awadhi",4.4,66,1500
The Biere Club,"Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Finger Food",4.3,878,1700
JW Kitchen,"JW Marriott Hotel,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Mediterranean,  European,  Asian",4.4,672,2500
Cafe Noir,"UB City,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"French,  Bakery and Confectionary,  Desserts,  Fast Food",4.3,188,950
Farzi Cafe,"UB City,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,Modern Indian,4.3,890,1500
Toscano,"UB City,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Mediterranean,  Desserts,  Pizza",4.5,333,1500
Hammered,"Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Thai",4.3,1038,1200
Smoke House Deli,"Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,"European,  American,  Italian,  Continental,  Tea",4.4,320,1500
Social,"Cobalt Building,Church Street, Central Bangalore", Central Bangalore,Bangalore,"Continental,  American,  North Indian,  Chinese,  Arabian",4.3,508,1500
Cafe Azzure,"MG Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Coffee",4.3,679,1000
LifeTree (Inspired Vegetarian Cuisine),"Richmond Town, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Chinese,  Continental,  South Indian",4.2,78,900
Bo Tai,"JW Marriott Hotel,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Thai",4.1,27,3100
RCB Bar & Cafe,"Church Street, Central Bangalore", Central Bangalore,Bangalore,Finger Food,5,1,1800
The Bangalore Cafe,"Shanti Nagar, Central Bangalore", Central Bangalore,Bangalore,"Modern Indian,  North Indian,  Italian,  Continental,  Pizza",4.4,287,800
The 13th Floor,"Hotel Ivory Tower,MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Thai,  Asian",4.3,231,2500
KA 01,"Ibis Bengaluru City Centre,Richmond Town, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Modern Indian",4.1,345,1400
Go Native,"Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,"Fast Food,  Health Food",4.8,5,800
Green Theory,"Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Continental,  Tea",4.4,299,1000
Cantan - Chinese Bar House,"Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Cantonese",4.6,65,1800
Soul City,"Oakwood Premier Prestige Bangalore,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Asian,  Italian,  Continental,  Thai,  Seafood",4,41,1800
Le Bistro,"Oakwood Premier Prestige Bangalore,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Fast Food",4.2,27,1000
Pizza Stop,"Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,"Pizza,  Fast Food",5,1,500
Hard Rock Cafe,"St. Marks Road, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  Mediterranean,  American,  Modern Indian",4.4,351,2500
Kudla,"Hotel Ramanashree,Richmond Town, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  South Indian,  Andhra,  Chaat",4.5,59,1200
Bangalore Brew Works,"Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Italian",4.4,431,2500
OZAA Mediterranean. Grill.,"Oakwood Premier Prestige Bangalore,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Mediterranean,  American",3,2,2500
Mirage,"Ashok Nagar, Central Bangalore", Central Bangalore,Bangalore,"Seafood,  Asian,  South American",5,1,2500
Spice It,"Ibis Bengaluru City Centre,Richmond Town, Central Bangalore", Central Bangalore,Bangalore,"Continental,  European",3.7,95,1800
Matsuri,"The Chancery Hotel,Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,Japanese,4.4,35,1800
ABs - Absolute Barbecues,"CPR Towers,BTM Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.5,1203,1200
Gelateria Montecatini Terme,"Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,"Desserts,  Ice Cream",4,1,300
Leon Grill,"House Of Lord Complex,St. Marks Road, Central Bangalore", Central Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",4.3,29,600
South Parade,"The Chancery Hotel,Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  North Indian,  Chinese",4.2,15,1200
Ebony,"Hotel Ivory Tower,MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Asian,  Thai,  Seafood",4.4,261,2500
Mainland China,"Church Street, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Thai,  Japanese,  Asian,  Sushi",4.2,243,1600
ShakesBierre,"Eva Mall,Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Italian,  Pizza",4.3,851,1800
The Lantern,"The Ritz - Carlton,Residency Road, Central Bangalore", Central Bangalore,Bangalore,Chinese,4.5,192,3500
Nandhini Deluxe,"St. Marks Road, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",4,1,1300
Kafegram Food and Beverages,"Shanti Nagar, Central Bangalore", Central Bangalore,Bangalore,"Fast Food,  Bakery and Confectionary",5,2,800
7 Rivers Brewing Co.,"TAJ MG Road Bengaluru,MG Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Finger Food",4.5,69,2000
The Market,"The Ritz - Carlton,Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.5,557,3300
Rasta,"Church Street, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Coffee",4.3,21,1000
Beijing Bites,"Sigma Trident Building,Richmond Town, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.3,49,700
Sweet Chariot,"Residency Road, Central Bangalore", Central Bangalore,Bangalore,Bakery and Confectionary,4,1,400
Pasta Street,"Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  European,  Desserts,  Pizza",4.5,257,1500
Ithaca,"The Chancery Pavilion Hotel,Residency Road, Central Bangalore", Central Bangalore,Bangalore,"European,  North Indian,  Italian,  Continental,  Seafood",3.8,83,2000
Anupam's Coast II Coast,"Church Street, Central Bangalore", Central Bangalore,Bangalore,"Seafood,  North Indian,  Chinese,  Coastal",4.4,9,1200
ASEAN - On The Edge,"Hotel Ivory Tower,MG Road, Central Bangalore", Central Bangalore,Bangalore,"Thai,  Asian",4.4,265,1800
Empire Restaurant,"Church Street, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.8,65,700
Little White Kitchen,"Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"Fast Food,  Chinese,  Continental",5,1,500
Kanti Sweets,"St Patrick's Church Complex,Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"Mithai,  Desserts",4.2,4,500
Tandoori Wok,"Shanti Nagar, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Chinese,  Hyderabadi,  Biryani",4.2,14,400
Green Onion,"Chandraprabha Complex,Residency Road, Central Bangalore", Central Bangalore,Bangalore,Chinese,4.4,97,600
The Bier Library Brewery & Kitchen,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Continental,  North Indian,  Barbecue,  Pizza",4.3,639,1800
Tea and Wine Lounge,"Radisson Blu Atria Bengaluru,Palace Road, West Bangalore", West Bangalore,Bangalore,"Coffee,  Tea,  Desserts",4.6,2,1000
Empire Restaurant,"Infantry Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",4,45,700
One Atria Cafe,"Radisson Blu Atria Bengaluru,Palace Road, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  American",4.3,327,1600
Kanti Sweets,"Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Mithai,  Desserts",4.7,3,500
Imperial Restaurant,"Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Mughlai",3.8,8,800
b Caf?,"Shangri-La Hotel,Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Italian,  Japanese",4.5,147,3500
Le Rock,"Swadeshi Towers,Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Finger Food,  Continental",4.1,69,1800
Tea Trails,"Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"Street Food,  Tea",4.2,32,600
Chin Lung Bar & Restaurant,"Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  North Indian",4.1,26,1200
Anjappar Chettinad,"Curzon Complex,Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"South Indian,  Chettinad,  Chinese,  Seafood",4.3,3,700
Sherlock's Pub,"MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Chinese",4.3,172,1300
Paakashala,"MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Chinese",4,21,600
Tiffany's Restaurant & Bar,"Hotel Grand Pavilion,Shanti Nagar, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental",3.9,21,1000
Sreeraj Lassi Bar,"Shivaji Nagar, Central Bangalore", Central Bangalore,Bangalore,"Desserts,  Ice Cream,  Shakes",5,1,200
Dolci,"Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Desserts,  Coffee",4.7,6,800
Burnout Cafe,"Infantry Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Chinese",3.9,51,600
Mynt,"Vivanta Bengaluru,Residency Road, Central Bangalore", Central Bangalore,Bangalore,North Indian,4.2,3,1800
Ayda Persian Kitchen,"Church Street, Central Bangalore", Central Bangalore,Bangalore,"Parsi,  Iranian,  North Indian,  Seafood,  Persian",3.8,7,800
The Courtyard,"Shanti Nagar, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Fast Food",3.9,8,800
Skylit,"Citrus Cunningham,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Continental,  Mediterranean",4.3,96,1700
Lassi House,"Commercial Street, Central Bangalore", Central Bangalore,Bangalore,"Street Food,  Shakes,  Desserts",5,4,300
California Burrito,"Sigma Central Mall,Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,"Mexican,  Fast Food",4.6,48,500
No Limmits Lounge and Club,"Allied Grand Plaza,Magrath Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Continental",3.9,407,2000
Royal Treat,"Richmond Town, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Chinese",3.7,3,500
Imperial Restaurant,"Shivaji Nagar, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Mughlai",3.7,4,800
Banjara Melting Pot,"Prestige Center Point,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Seafood",4.3,128,1200
Infinitea,"Shah Sultan Complex,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  European,  Tea,  Desserts",4.4,92,1200
Hotel Fishland,"Majestic, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Konkani",4.6,10,500
Tiger Trail,"Regenta Place Cunningham,Shivaji Nagar, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  European,  Oriental ",3.9,115,1300
RS Shiv Sagar,"Public Utility Building,MG Road, Central Bangalore", Central Bangalore,Bangalore,"South Indian,  Chinese,  Street Food",4.1,143,500
Tiamo,"Conrad Hotel,Ulsoor, Central Bangalore", Central Bangalore,Bangalore,Mediterranean,4.6,67,3000
Biergarten,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Continental,  Finger Food,  North Indian,  South Indian",4.4,990,2400
Empire Restaurant,"Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.6,50,700
Yauatcha,"1 MG Road Mall,MG Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Seafood,  Asian,  Cantonese",4.6,462,2200
Ssaffron,"Shangri-La Hotel,Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,North Indian,4.6,297,3000
Bon Sante,"Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Continental",3,1,800
Hotel Fishland,"Gandhi Nagar, West Bangalore", West Bangalore,Bangalore,"Coastal,  Seafood,  Konkani",4,7,500
Daddy,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Asian,  Continental",4.3,614,1200
Taamara,"Race Course Road, West Bangalore", West Bangalore,Bangalore,"Chinese,  South Indian,  North Indian",5,1,600
Dindigul Thalappakatti,"Brigade Road, Central Bangalore", Central Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Chinese",3.2,6,800
Tandoor,"Centenary Building,MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Mughlai,  Seafood",3.9,164,2100
Fat Buddha,"Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Thai",4.1,65,1200
Juice Junction,"Wilson Garden, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Juice",5,1,200
The Trinity Square,"TAJ MG Road Bengaluru,MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Italian,  South Indian",4.3,22,3000
Shaken & Stirred,"Race Course Road, West Bangalore", West Bangalore,Bangalore,"Continental,  Finger Food,  North Indian,  Chinese",4.1,94,1500
South Ruchis Square,"Race Course Road, West Bangalore", West Bangalore,Bangalore,"North Indian,  South Indian,  Chinese",4.5,3,800
Khan Saheb Grills and Rolls,"Commercial Street, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Fast Food",4,2,600
Dane's Kitchen,"West Minister Building,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Thai",3.7,8,600
Chianti,"Ramanashree Arcade,MG Road, Central Bangalore", Central Bangalore,Bangalore,Italian,4.6,172,2200
Zodiac,"Fortune Select JP Cosmos,Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  American",3.8,25,1500
Ramji Chaiwale,"Ulsoor, Central Bangalore", Central Bangalore,Bangalore,"Tea,  Fast Food",5,1,300
Richie Rich,"High Grounds, Central Bangalore", Central Bangalore,Bangalore,"Desserts,  Ice Cream,  Fast Food",4.6,3,500
Ging,"Royal Orchid Central Hotel,MG Road, Central Bangalore", Central Bangalore,Bangalore,"Oriental ,  Thai,  Japanese,  Seafood,  Asian",4.4,129,2000
The Lobby Lounge,"Shangri-La Hotel,Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,Finger Food,4.6,10,2000
Sweet Chariot,"Prestige Center Point,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,Bakery and Confectionary,3,1,400
Barbeque Nation,"West Gate Mall,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,468,1800
Bareerah Multicuisine Restaurant,"Vasanth Nagar, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Continental,  Arabian,  North Indian",4.1,30,500
Atlas World Cafe,"Vividus Hotel,Race Course Road, West Bangalore", West Bangalore,Bangalore,"North Indian,  Continental,  Oriental ,  Fast Food",4.2,42,1400
Sana-Di-Ge,"Goldfinch Hotel,High Grounds, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  Seafood,  Maharashtrian,  Goan,  Kerala,  Mangalorean",3.8,71,1500
Kanti Sweets,"Majestic, West Bangalore", West Bangalore,Bangalore,"Mithai,  Desserts",2.8,1,500
Lush,"Renaissance Hotel,Race Course Road, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  Continental,  Indian Cuisine",4.3,380,2500
Empire Restaurant,"Majestic, West Bangalore", West Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",4,58,700
Sreeraj Lassi Bar,"Wilson Garden, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",5,1,200
Nandhini Deluxe,"Taj Mahal Building,Gandhi Nagar, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",3.4,8,1300
The Bengaluru Brasserie,"Hyatt Centric MG Road Bangalore,Ulsoor, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Italian,  Continental,  Asian",4.6,48,1600
Memories of China,"TAJ MG Road Bengaluru,MG Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Seafood",4.6,104,3000
Orchid,"JP Cordial,Race Course Road, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese,  Continental,  South Indian",4,3,800
Pinxx,"Royal Orchid Central Hotel,MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Italian,  European",4,92,1500
Feast India Co.,"Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Awadhi,  North Indian",3.8,16,1500
Slo' Food Co 2,"Radisson Bengaluru City Center,Ulsoor, Central Bangalore", Central Bangalore,Bangalore,"Continental,  North Indian,  Fast Food",4.8,25,2000
Sagar,"Seshadripuram, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",5,3,500
Aqua Grill,"Fortune Select JP Cosmos,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Seafood",3.2,5,1500
R Bar,"Renaissance Hotel,Race Course Road, West Bangalore", West Bangalore,Bangalore,"Continental,  North Indian",4.3,32,1500
Lassi Shop,"Shivaji Nagar, Central Bangalore", Central Bangalore,Bangalore,"Drinks,  Ice Cream",4,1,300
Dindigul Thalappakatti,"Ramanashree Arcade,MG Road, Central Bangalore", Central Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Chinese",4.5,72,800
Caraway Kitchen,"Conrad Hotel,Ulsoor, Central Bangalore", Central Bangalore,Bangalore,"Continental,  North Indian,  Italian",4.3,365,2800
